chrom	start	end
chr4	33250000	33260000
chr4	33260000	33270000
chr4	33270000	33280000
chr4	33280000	33290000
chr4	33290000	33300000
chr4	33300000	33310000
chr4	33310000	33320000
chr4	33320000	33330000
chr4	33330000	33340000
chr4	33340000	33350000
chr4	33350000	33360000
chr4	33370000	33380000
chr4	33390000	33400000
chr4	33400000	33410000
chr4	33410000	33420000
chr4	33430000	33440000
chr4	33440000	33450000
chr4	33450000	33460000
chr4	33460000	33470000
chr4	33470000	33480000
chr4	33480000	33490000
chr4	33490000	33500000
chr4	33500000	33510000
chr4	33510000	33520000
chr4	33520000	33530000
chr4	33530000	33540000
chr4	33540000	33550000
chr4	33550000	33560000
chr4	33560000	33570000
chr4	33570000	33580000
chr4	33580000	33590000
chr4	33590000	33600000
chr4	33600000	33610000
chr4	33610000	33620000
chr4	33620000	33630000
chr4	33630000	33640000
chr4	33640000	33650000
chr4	33650000	33660000
chr4	33660000	33670000
chr4	33670000	33680000
chr4	33680000	33690000
chr4	33690000	33700000
chr4	33700000	33710000
chr4	33710000	33720000
chr4	33720000	33730000
chr4	33730000	33740000
chr4	33740000	33750000
chr4	33750000	33760000
chr4	33760000	33770000
chr4	33770000	33780000
chr4	33780000	33790000
chr4	33790000	33800000
chr4	33800000	33810000
chr4	33810000	33820000
chr4	33820000	33830000
chr4	33830000	33840000
chr4	33840000	33850000
chr4	33850000	33860000
chr4	33860000	33870000
chr4	33870000	33880000
chr4	33880000	33890000
chr4	33890000	33900000
chr4	33900000	33910000
chr4	33910000	33920000
chr4	33920000	33930000
chr4	33930000	33940000
chr4	33940000	33950000
chr4	33950000	33960000
chr4	33960000	33970000
chr4	33970000	33980000
chr4	33980000	33990000
chr4	33990000	34000000
chr4	34000000	34010000
chr4	34020000	34030000
chr4	34030000	34040000
chr4	34040000	34050000
chr4	34050000	34060000
chr4	34060000	34070000
chr4	34070000	34080000
chr4	34080000	34090000
chr4	34100000	34110000
chr4	34110000	34120000
chr4	34120000	34130000
chr4	34150000	34160000
chr4	34160000	34170000
chr4	34170000	34180000
chr4	34180000	34190000
chr4	34190000	34200000
chr4	34200000	34210000
chr4	34210000	34220000
chr4	34220000	34230000
chr4	34230000	34240000
chr4	34240000	34250000
chr4	34250000	34260000
chr4	34260000	34270000
chr4	34270000	34280000
chr4	34280000	34290000
chr4	34290000	34300000
chr4	34300000	34310000
chr4	34310000	34320000
chr4	34320000	34330000
chr4	34330000	34340000
chr4	34340000	34350000
chr4	34350000	34360000
chr4	34360000	34370000
chr4	34370000	34380000
chr4	34380000	34390000
chr4	34390000	34400000
chr4	34400000	34410000
chr4	34410000	34420000
chr4	34420000	34430000
chr4	34430000	34440000
chr4	34440000	34450000
chr4	34450000	34460000
chr4	34460000	34470000
chr4	34470000	34480000
chr4	34480000	34490000
chr4	34490000	34500000
chr4	34500000	34510000
chr4	34510000	34520000
chr4	34520000	34530000
chr4	34530000	34540000
chr4	34540000	34550000
chr4	34550000	34560000
chr4	34560000	34570000
chr4	34570000	34580000
chr4	34580000	34590000
chr4	34590000	34600000
chr4	34600000	34610000
chr4	34610000	34620000
chr4	34620000	34630000
chr4	34630000	34640000
chr4	34640000	34650000
chr4	34650000	34660000
chr4	34660000	34670000
chr4	34670000	34680000
chr4	34680000	34690000
chr4	34690000	34700000
chr4	34700000	34710000
chr4	34710000	34720000
chr4	34720000	34730000
chr4	34730000	34740000
chr4	34740000	34750000
chr4	34750000	34760000
chr4	34760000	34770000
chr4	34770000	34780000
chr4	34780000	34790000
chr4	34790000	34800000
chr4	34800000	34810000
chr4	34810000	34820000
chr4	34820000	34830000
chr4	34830000	34840000
chr4	34840000	34850000
chr4	34850000	34860000
chr4	34860000	34870000
chr4	34870000	34880000
chr4	34880000	34890000
chr4	34890000	34900000
chr4	34900000	34910000
chr4	34910000	34920000
chr4	34920000	34930000
chr4	34930000	34940000
chr4	34940000	34950000
chr4	34950000	34960000
chr4	34960000	34970000
chr4	34970000	34980000
chr4	34980000	34990000
chr4	34990000	35000000
chr4	35000000	35010000
chr4	35010000	35020000
chr4	35020000	35030000
chr4	35030000	35040000
chr4	35040000	35050000
chr4	35050000	35060000
chr4	35060000	35070000
chr4	35070000	35080000
chr4	35080000	35090000
chr4	35090000	35100000
chr4	35100000	35110000
chr4	35110000	35120000
chr4	35120000	35130000
chr4	35130000	35140000
chr4	35140000	35150000
chr4	35150000	35160000
chr4	35160000	35170000
chr4	35170000	35180000
chr4	35180000	35190000
chr4	35190000	35200000
chr4	35200000	35210000
chr4	35210000	35220000
chr4	35220000	35230000
chr4	35230000	35240000
chr4	35240000	35250000
chr4	35250000	35260000
chr4	35260000	35270000
chr4	35270000	35280000
chr4	35280000	35290000
chr4	35290000	35300000
chr4	35300000	35310000
chr4	35310000	35320000
chr4	35320000	35330000
chr4	35330000	35340000
chr4	35340000	35350000
chr4	35350000	35360000
chr4	35360000	35370000
chr4	35370000	35380000
chr4	35380000	35390000
chr4	35390000	35400000
chr4	35400000	35410000
chr4	35410000	35420000
chr4	35420000	35430000
chr4	35430000	35440000
chr4	35440000	35450000
chr4	35450000	35460000
chr4	35460000	35470000
chr4	35470000	35480000
chr4	35480000	35490000
chr4	35490000	35500000
chr4	35500000	35510000
chr4	35510000	35520000
chr4	35520000	35530000
chr4	35530000	35540000
chr4	35540000	35550000
chr4	35550000	35560000
chr4	35560000	35570000
chr4	35570000	35580000
chr4	35590000	35600000
chr4	35600000	35610000
chr4	35610000	35620000
chr4	35620000	35630000
chr4	35630000	35640000
chr4	35640000	35650000
chr4	35650000	35660000
chr4	35660000	35670000
chr4	35670000	35680000
chr4	35680000	35690000
chr4	35690000	35700000
chr4	35700000	35710000
chr4	35710000	35720000
chr4	35720000	35730000
chr4	35730000	35740000
chr4	35740000	35750000
chr4	35750000	35760000
chr4	35760000	35770000
chr4	35770000	35780000
chr4	35780000	35790000
chr4	35790000	35800000
chr4	35800000	35810000
chr4	35810000	35820000
chr4	35820000	35830000
chr4	35830000	35840000
chr4	35840000	35850000
chr4	35850000	35860000
chr4	35860000	35870000
chr4	35870000	35880000
chr4	35880000	35890000
chr4	35890000	35900000
chr4	35900000	35910000
chr4	35910000	35920000
chr4	35920000	35930000
chr4	35930000	35940000
chr4	35940000	35950000
chr4	35950000	35960000
chr4	35960000	35970000
chr4	35970000	35980000
chr4	35980000	35990000
chr4	35990000	36000000
chr4	36000000	36010000
chr4	36020000	36030000
chr4	36030000	36040000
chr4	36040000	36050000
chr4	36050000	36060000
chr4	36060000	36070000
chr4	36070000	36080000
chr4	36080000	36090000
chr4	36090000	36100000
chr4	36100000	36110000
chr4	36110000	36120000
chr4	36120000	36130000
chr4	36130000	36140000
chr4	36140000	36150000
chr4	36150000	36160000
chr4	36160000	36170000
chr4	36170000	36180000
chr4	36180000	36190000
chr4	36190000	36200000
chr4	36200000	36210000
chr4	36210000	36220000
chr4	36230000	36240000
chr4	36240000	36250000
chr4	36260000	36270000
chr4	36270000	36280000
chr4	36280000	36290000
chr4	36290000	36300000
chr4	36300000	36310000
chr4	36310000	36320000
chr4	36320000	36330000
chr4	36330000	36340000
chr4	36340000	36350000
chr4	36350000	36360000
chr4	36360000	36370000
chr4	36370000	36380000
chr4	36380000	36390000
chr4	36390000	36400000
chr4	36400000	36410000
chr4	36410000	36420000
chr4	36420000	36430000
chr4	36430000	36440000
chr4	36440000	36450000
chr4	36450000	36460000
chr4	36460000	36470000
chr4	36470000	36480000
chr4	36480000	36490000
chr4	36500000	36510000
chr4	36510000	36520000
chr4	36520000	36530000
chr4	36530000	36540000
chr4	36540000	36550000
chr4	36550000	36560000
chr4	36560000	36570000
chr4	36570000	36580000
chr4	36580000	36590000
chr4	36590000	36600000
chr4	36600000	36610000
chr4	36610000	36620000
chr4	36620000	36630000
chr4	36630000	36640000
chr4	36640000	36650000
chr4	36650000	36660000
chr4	36660000	36670000
chr4	36670000	36680000
chr4	36680000	36690000
chr4	36690000	36700000
chr4	36700000	36710000
chr4	36710000	36720000
chr4	36720000	36730000
chr4	36730000	36740000
chr4	36740000	36750000
chr4	36750000	36760000
chr4	36760000	36770000
chr4	36770000	36780000
chr4	36780000	36790000
chr4	36790000	36800000
chr4	36800000	36810000
chr4	36810000	36820000
chr4	36820000	36830000
chr4	36830000	36840000
chr4	36840000	36850000
chr4	36850000	36860000
chr4	36860000	36870000
chr4	36870000	36880000
chr4	36880000	36890000
chr4	36890000	36900000
chr4	36900000	36910000
chr4	36910000	36920000
chr4	36920000	36930000
chr4	36930000	36940000
chr4	36940000	36950000
chr4	36950000	36960000
chr4	36960000	36970000
chr4	36970000	36980000
chr4	36980000	36990000
chr4	36990000	37000000
chr4	37000000	37010000
chr4	37010000	37020000
chr4	37020000	37030000
chr4	37030000	37040000
chr4	37040000	37050000
chr4	37050000	37060000
chr4	37060000	37070000
chr4	37070000	37080000
chr4	37080000	37090000
chr4	37090000	37100000
chr4	37100000	37110000
chr4	37110000	37120000
chr4	37130000	37140000
chr4	37140000	37150000
chr4	37150000	37160000
chr4	37160000	37170000
chr4	37170000	37180000
chr4	37180000	37190000
chr4	37190000	37200000
chr4	37200000	37210000
chr4	37210000	37220000
chr4	37220000	37230000
chr4	37230000	37240000
chr4	37240000	37250000
chr4	37250000	37260000
chr4	37260000	37270000
chr4	37270000	37280000
chr4	37280000	37290000
chr4	37290000	37300000
chr4	37300000	37310000
chr4	37310000	37320000
chr4	37320000	37330000
chr4	37330000	37340000
chr4	37340000	37350000
chr4	37350000	37360000
chr4	37360000	37370000
chr4	37370000	37380000
chr4	37380000	37390000
chr4	37390000	37400000
chr4	37400000	37410000
chr4	37410000	37420000
chr4	37420000	37430000
chr4	37430000	37440000
chr4	37440000	37450000
chr4	37450000	37460000
chr4	37460000	37470000
chr4	37470000	37480000
chr4	37480000	37490000
chr4	37490000	37500000
chr4	37500000	37510000
chr4	37510000	37520000
chr4	37520000	37530000
chr4	37530000	37540000
chr4	37540000	37550000
chr4	37550000	37560000
chr4	37560000	37570000
chr4	37570000	37580000
chr4	37580000	37590000
chr4	37590000	37600000
chr4	37600000	37610000
chr4	37610000	37620000
chr4	37620000	37630000
chr4	37630000	37640000
chr4	37640000	37650000
chr4	37650000	37660000
chr4	37660000	37670000
chr4	37670000	37680000
chr4	37680000	37690000
chr4	37690000	37700000
chr4	37700000	37710000
chr4	37710000	37720000
chr4	37720000	37730000
chr4	37730000	37740000
chr4	37740000	37750000
chr4	37750000	37760000
chr4	37760000	37770000
chr4	37770000	37780000
chr4	37780000	37790000
chr4	37790000	37800000
chr4	37800000	37810000
chr4	37810000	37820000
chr4	37820000	37830000
chr4	37830000	37840000
chr4	37840000	37850000
chr4	37850000	37860000
chr4	37860000	37870000
chr4	37870000	37880000
chr4	37880000	37890000
chr4	37890000	37900000
chr4	37900000	37910000
chr4	37910000	37920000
chr4	37920000	37930000
chr4	37930000	37940000
chr4	37940000	37950000
chr4	37950000	37960000
chr4	37960000	37970000
chr4	37970000	37980000
chr4	37980000	37990000
chr4	37990000	38000000
chr4	38010000	38020000
chr4	38020000	38030000
chr4	38030000	38040000
chr4	38040000	38050000
chr4	38050000	38060000
chr4	38060000	38070000
chr4	38070000	38080000
chr4	38080000	38090000
chr4	38090000	38100000
chr4	38100000	38110000
chr4	38110000	38120000
chr4	38120000	38130000
chr4	38130000	38140000
chr4	38140000	38150000
chr4	38150000	38160000
chr4	38160000	38170000
chr4	38170000	38180000
chr4	38180000	38190000
chr4	38190000	38200000
chr4	38200000	38210000
chr4	38210000	38220000
chr4	38220000	38230000
chr4	38230000	38240000
chr4	38240000	38250000
chr4	38250000	38260000
chr4	38260000	38270000
chr4	38270000	38280000
chr4	38280000	38290000
chr4	38290000	38300000
chr4	38300000	38310000
chr4	38310000	38320000
chr4	38320000	38330000
chr4	38330000	38340000
chr4	38340000	38350000
chr4	38350000	38360000
chr4	38360000	38370000
chr4	38370000	38380000
chr4	38380000	38390000
chr4	38390000	38400000
chr4	38400000	38410000
chr4	38410000	38420000
chr4	38420000	38430000
chr4	38430000	38440000
chr4	38440000	38450000
chr4	38450000	38460000
chr4	38460000	38470000
chr4	38470000	38480000
chr4	38480000	38490000
chr4	38490000	38500000
chr4	38500000	38510000
chr4	38510000	38520000
chr4	38520000	38530000
chr4	38530000	38540000
chr4	38540000	38550000
chr4	38550000	38560000
chr4	38560000	38570000
chr4	38570000	38580000
chr4	38580000	38590000
chr4	38590000	38600000
chr4	38600000	38610000
chr4	38610000	38620000
chr4	38620000	38630000
chr4	38630000	38640000
chr4	38640000	38650000
chr4	38650000	38660000
chr4	38660000	38670000
chr4	38670000	38680000
chr4	38680000	38690000
chr4	38690000	38700000
chr4	38700000	38710000
chr4	38710000	38720000
chr4	38720000	38730000
chr4	38730000	38740000
chr4	38740000	38750000
chr4	38750000	38760000
chr4	38760000	38770000
chr4	38770000	38780000
chr4	38780000	38790000
chr4	38790000	38800000
chr4	38800000	38810000
chr4	38810000	38820000
chr4	38820000	38830000
chr4	38830000	38840000
chr4	38840000	38850000
chr4	38850000	38860000
chr4	38870000	38880000
chr4	38880000	38890000
chr4	38890000	38900000
chr4	38900000	38910000
chr4	38910000	38920000
chr4	38920000	38930000
chr4	38930000	38940000
chr4	38940000	38950000
chr4	38950000	38960000
chr4	38960000	38970000
chr4	38970000	38980000
chr4	38980000	38990000
chr4	39010000	39020000
chr4	39020000	39030000
chr4	39030000	39040000
chr4	39050000	39060000
chr4	39060000	39070000
chr4	39070000	39080000
chr4	39080000	39090000
chr4	39090000	39100000
chr4	39100000	39110000
chr4	39110000	39120000
chr4	39120000	39130000
chr4	39130000	39140000
chr4	39140000	39150000
chr4	39150000	39160000
chr4	39160000	39170000
chr4	39170000	39180000
chr4	39180000	39190000
chr4	39190000	39200000
chr4	39200000	39210000
chr4	39210000	39220000
chr4	39220000	39230000
chr4	39230000	39240000
chr4	39240000	39250000
chr4	39250000	39260000
chr4	39260000	39270000
chr4	39270000	39280000
chr4	39280000	39290000
chr4	39290000	39300000
chr4	39300000	39310000
chr4	39310000	39320000
chr4	39320000	39330000
chr4	39330000	39340000
chr4	39340000	39350000
chr4	39350000	39360000
chr4	39360000	39370000
chr4	39370000	39380000
chr4	39380000	39390000
chr4	39390000	39400000
chr4	39400000	39410000
chr4	39410000	39420000
chr4	39420000	39430000
chr4	39430000	39440000
chr4	39440000	39450000
chr4	39450000	39460000
chr4	39460000	39470000
chr4	39470000	39480000
chr4	39480000	39490000
chr4	39490000	39500000
chr4	39500000	39510000
chr4	39510000	39520000
chr4	39520000	39530000
chr4	39530000	39540000
chr4	39540000	39550000
chr4	39550000	39560000
chr4	39560000	39570000
chr4	39570000	39580000
chr4	39580000	39590000
chr4	39590000	39600000
chr4	39600000	39610000
chr4	39610000	39620000
chr4	39620000	39630000
chr4	39630000	39640000
chr4	39640000	39650000
chr4	39650000	39660000
chr4	39660000	39670000
chr4	39670000	39680000
chr4	39680000	39690000
chr4	39690000	39700000
chr4	39700000	39710000
chr4	39710000	39720000
chr4	39720000	39730000
chr4	39730000	39740000
chr4	39760000	39770000
chr4	39770000	39780000
chr4	39780000	39790000
chr4	39790000	39800000
chr4	39800000	39810000
chr4	39810000	39820000
chr4	39820000	39830000
chr4	39830000	39840000
chr4	39840000	39850000
chr4	39850000	39860000
chr4	39860000	39870000
chr4	39870000	39880000
chr4	39880000	39890000
chr4	39890000	39900000
chr4	39900000	39910000
chr4	39910000	39920000
chr4	39920000	39930000
chr4	39930000	39940000
chr4	39940000	39950000
chr4	39950000	39960000
chr4	39960000	39970000
chr4	39970000	39980000
chr4	39980000	39990000
chr4	39990000	40000000
chr4	40000000	40010000
chr4	40010000	40020000
chr4	40020000	40030000
chr4	40030000	40040000
chr4	40040000	40050000
chr4	40050000	40060000
chr4	40060000	40070000
chr4	40070000	40080000
chr4	40080000	40090000
chr4	40090000	40100000
chr4	40100000	40110000
chr4	40110000	40120000
chr4	40120000	40130000
chr4	40130000	40140000
chr4	40140000	40150000
chr4	40150000	40160000
chr4	40160000	40170000
chr4	40170000	40180000
chr4	40180000	40190000
chr4	40190000	40200000
chr4	40200000	40210000
chr4	40210000	40220000
chr4	40220000	40230000
chr4	40230000	40240000
chr4	40240000	40250000
chr4	40250000	40260000
chr4	40260000	40270000
chr4	40270000	40280000
chr4	40280000	40290000
chr4	40290000	40300000
chr4	40300000	40310000
chr4	40310000	40320000
chr4	40320000	40330000
chr4	40330000	40340000
chr4	40340000	40350000
chr4	40350000	40360000
chr4	40360000	40370000
chr4	40370000	40380000
chr4	40380000	40390000
chr4	40390000	40400000
chr4	40400000	40410000
chr4	40410000	40420000
chr4	40420000	40430000
chr4	40430000	40440000
chr4	40440000	40450000
chr4	40450000	40460000
chr4	40460000	40470000
chr4	40470000	40480000
chr4	40490000	40500000
chr4	40500000	40510000
chr4	40520000	40530000
chr4	40530000	40540000
chr4	40540000	40550000
chr4	40550000	40560000
chr4	40560000	40570000
chr4	40570000	40580000
chr4	40580000	40590000
chr4	40590000	40600000
chr4	40600000	40610000
chr4	40610000	40620000
chr4	40620000	40630000
chr4	40630000	40640000
chr4	40640000	40650000
chr4	40650000	40660000
chr4	40660000	40670000
chr4	40670000	40680000
chr4	40680000	40690000
chr4	40690000	40700000
chr4	40700000	40710000
chr4	40710000	40720000
chr4	40720000	40730000
chr4	40740000	40750000
chr4	40750000	40760000
chr4	40760000	40770000
chr4	40770000	40780000
chr4	40780000	40790000
chr4	40790000	40800000
chr4	40800000	40810000
chr4	40810000	40820000
chr4	40820000	40830000
chr4	40830000	40840000
chr4	40840000	40850000
chr4	40850000	40860000
chr4	40860000	40870000
chr4	40870000	40880000
chr4	40880000	40890000
chr4	40890000	40900000
chr4	40900000	40910000
chr4	40910000	40920000
chr4	40920000	40930000
chr4	40930000	40940000
chr4	40940000	40950000
chr4	40950000	40960000
chr4	40960000	40970000
chr4	40970000	40980000
chr4	40980000	40990000
chr4	40990000	41000000
chr4	41000000	41010000
chr4	41010000	41020000
chr4	41020000	41030000
chr4	41030000	41040000
chr4	41040000	41050000
chr4	41050000	41060000
chr4	41060000	41070000
chr4	41070000	41080000
chr4	41080000	41090000
chr4	41090000	41100000
chr4	41100000	41110000
chr4	41110000	41120000
chr4	41120000	41130000
chr4	41130000	41140000
chr4	41140000	41150000
chr4	41150000	41160000
chr4	41160000	41170000
chr4	41170000	41180000
chr4	41190000	41200000
chr4	41200000	41210000
chr4	41210000	41220000
chr4	41220000	41230000
chr4	41240000	41250000
chr4	41250000	41260000
chr4	41260000	41270000
chr4	41270000	41280000
chr4	41280000	41290000
chr4	41290000	41300000
chr4	41300000	41310000
chr4	41310000	41320000
chr4	41320000	41330000
chr4	41330000	41340000
chr4	41340000	41350000
chr4	41350000	41360000
chr4	41360000	41370000
chr4	41370000	41380000
chr4	41380000	41390000
chr4	41390000	41400000
chr4	41400000	41410000
chr4	41410000	41420000
chr4	41420000	41430000
chr4	41430000	41440000
chr4	41440000	41450000
chr4	41450000	41460000
chr4	41460000	41470000
chr4	41470000	41480000
chr4	41480000	41490000
chr4	41490000	41500000
chr4	41500000	41510000
chr4	41510000	41520000
chr4	41520000	41530000
chr4	41530000	41540000
chr4	41540000	41550000
chr4	41550000	41560000
chr4	41560000	41570000
chr4	41570000	41580000
chr4	41580000	41590000
chr4	41600000	41610000
chr4	41610000	41620000
chr4	41630000	41640000
chr4	41640000	41650000
chr4	41650000	41660000
chr4	41660000	41670000
chr4	41670000	41680000
chr4	41680000	41690000
chr4	41690000	41700000
chr4	41700000	41710000
chr4	41710000	41720000
chr4	41720000	41730000
chr4	41730000	41740000
chr4	41740000	41750000
chr4	41750000	41760000
chr4	41760000	41770000
chr4	41770000	41780000
chr4	41780000	41790000
chr4	41790000	41800000
chr4	41800000	41810000
chr4	41810000	41820000
chr4	41820000	41830000
chr4	41830000	41840000
chr4	41840000	41850000
chr4	41850000	41860000
chr4	41860000	41870000
chr4	41870000	41880000
chr4	41880000	41890000
chr4	41890000	41900000
chr4	41900000	41910000
chr4	41910000	41920000
chr4	41920000	41930000
chr4	41930000	41940000
chr4	41940000	41950000
chr4	41950000	41960000
chr4	41960000	41970000
chr4	41970000	41980000
chr4	41980000	41990000
chr4	41990000	42000000
chr4	42000000	42010000
chr4	42010000	42020000
chr4	42020000	42030000
chr4	42030000	42040000
chr4	42040000	42050000
chr4	42050000	42060000
chr4	42090000	42100000
chr4	42100000	42110000
chr4	42110000	42120000
chr4	42120000	42130000
chr4	42130000	42140000
chr4	42140000	42150000
chr4	42150000	42160000
chr4	42160000	42170000
chr4	42170000	42180000
chr4	42180000	42190000
chr4	42190000	42200000
chr4	42200000	42210000
chr4	42210000	42220000
chr4	42220000	42230000
chr4	42230000	42240000
chr4	42240000	42250000
chr4	42250000	42260000
chr4	42260000	42270000
chr4	42270000	42280000
chr4	42280000	42290000
chr4	42290000	42300000
chr4	42300000	42310000
chr4	42310000	42320000
chr4	42330000	42340000
chr4	42340000	42350000
chr4	42350000	42360000
chr4	42360000	42370000
chr4	42370000	42380000
chr4	42380000	42390000
chr4	42390000	42400000
chr4	42400000	42410000
chr4	42410000	42420000
chr4	42420000	42430000
chr4	42430000	42440000
chr4	42440000	42450000
chr4	42450000	42460000
chr4	42460000	42470000
chr4	42470000	42480000
chr4	42480000	42490000
chr4	42490000	42500000
chr4	42510000	42520000
chr4	42520000	42530000
chr4	42530000	42540000
chr4	42540000	42550000
chr4	42550000	42560000
chr4	42560000	42570000
chr4	42570000	42580000
chr4	42580000	42590000
chr4	42590000	42600000
chr4	42600000	42610000
chr4	42610000	42620000
chr4	42620000	42630000
chr4	42630000	42640000
chr4	42640000	42650000
chr4	42650000	42660000
chr4	42660000	42670000
chr4	42670000	42680000
chr4	42680000	42690000
chr4	42700000	42710000
chr4	42710000	42720000
chr4	42720000	42730000
chr4	42730000	42740000
chr4	42740000	42750000
chr4	42750000	42760000
chr4	42760000	42770000
chr4	42770000	42780000
chr4	42780000	42790000
chr4	42790000	42800000
chr4	42800000	42810000
chr4	42810000	42820000
chr4	42820000	42830000
chr4	42830000	42840000
chr4	42840000	42850000
chr4	42850000	42860000
chr4	42860000	42870000
chr4	42870000	42880000
chr4	42880000	42890000
chr4	42890000	42900000
chr4	42900000	42910000
chr4	42910000	42920000
chr4	42920000	42930000
chr4	42930000	42940000
chr4	42940000	42950000
chr4	42950000	42960000
chr4	42960000	42970000
chr4	42970000	42980000
chr4	42980000	42990000
chr4	42990000	43000000
chr4	43000000	43010000
chr4	43010000	43020000
chr4	43020000	43030000
chr4	43030000	43040000
chr4	43040000	43050000
chr4	43050000	43060000
chr4	43060000	43070000
chr4	43070000	43080000
chr4	43080000	43090000
chr4	43090000	43100000
chr4	43100000	43110000
chr4	43110000	43120000
chr4	43120000	43130000
chr4	43130000	43140000
chr4	43140000	43150000
chr4	43150000	43160000
chr4	43160000	43170000
chr4	43170000	43180000
chr4	43180000	43190000
chr4	43190000	43200000
chr4	43200000	43210000
chr4	43210000	43220000
chr4	43220000	43230000
chr4	43230000	43240000
chr4	43240000	43250000
chr4	43250000	43260000
chr4	43260000	43270000
chr4	43270000	43280000
chr4	43280000	43290000
chr4	43290000	43300000
chr4	43300000	43310000
chr4	43310000	43320000
chr4	43320000	43330000
chr4	43330000	43340000
chr4	43340000	43350000
chr4	43350000	43360000
chr4	43360000	43370000
chr4	43370000	43380000
chr4	43380000	43390000
chr4	43390000	43400000
chr4	43400000	43410000
chr4	43410000	43420000
chr4	43420000	43430000
chr4	43430000	43440000
chr4	43440000	43450000
chr4	43450000	43460000
chr4	43460000	43470000
chr4	43470000	43480000
chr4	43480000	43490000
chr4	43490000	43500000
chr4	43500000	43510000
chr4	43510000	43520000
chr4	43520000	43530000
chr4	43530000	43540000
chr4	43540000	43550000
chr4	43550000	43560000
chr4	43560000	43570000
chr4	43570000	43580000
chr4	43580000	43590000
chr4	43590000	43600000
chr4	43600000	43610000
chr4	43610000	43620000
chr4	43620000	43630000
chr4	43630000	43640000
chr4	43640000	43650000
chr4	43650000	43660000
chr4	43660000	43670000
chr4	43670000	43680000
chr4	43680000	43690000
chr4	43690000	43700000
chr4	43700000	43710000
chr4	43720000	43730000
chr4	43730000	43740000
chr4	43740000	43750000
chr4	43750000	43760000
chr4	43760000	43770000
chr4	43770000	43780000
chr4	43780000	43790000
chr4	43790000	43800000
chr4	43800000	43810000
chr4	43810000	43820000
chr4	43820000	43830000
chr4	43830000	43840000
chr4	43840000	43850000
chr4	43850000	43860000
chr4	43860000	43870000
chr4	43870000	43880000
chr4	43880000	43890000
chr4	43890000	43900000
chr4	43900000	43910000
chr4	43910000	43920000
chr4	43920000	43930000
chr4	43930000	43940000
chr4	43940000	43950000
chr4	43950000	43960000
chr4	43960000	43970000
chr4	43970000	43980000
chr4	43980000	43990000
chr4	43990000	44000000
chr4	44000000	44010000
chr4	44010000	44020000
chr4	44020000	44030000
chr4	44030000	44040000
chr4	44040000	44050000
chr4	44050000	44060000
chr4	44060000	44070000
chr4	44070000	44080000
chr4	44080000	44090000
chr4	44090000	44100000
chr4	44100000	44110000
chr4	44110000	44120000
chr4	44120000	44130000
chr4	44130000	44140000
chr4	44140000	44150000
chr4	44150000	44160000
chr4	44160000	44170000
chr4	44170000	44180000
chr4	44180000	44190000
chr4	44190000	44200000
chr4	44200000	44210000
chr4	44210000	44220000
chr4	44220000	44230000
chr4	44230000	44240000
chr4	44240000	44250000
chr4	44250000	44260000
chr4	44260000	44270000
chr4	44270000	44280000
chr4	44280000	44290000
chr4	44290000	44300000
chr4	44300000	44310000
chr4	44310000	44320000
chr4	44320000	44330000
chr4	44330000	44340000
chr4	44340000	44350000
chr4	44350000	44360000
chr4	44360000	44370000
chr4	44370000	44380000
chr4	44380000	44390000
chr4	44390000	44400000
chr4	44400000	44410000
chr4	44410000	44420000
chr4	44420000	44430000
chr4	44430000	44440000
chr4	44440000	44450000
chr4	44460000	44470000
chr4	44530000	44540000
chr4	44540000	44550000
chr4	44550000	44560000
chr4	44580000	44590000
chr4	44600000	44610000
chr4	44610000	44620000
chr4	44620000	44630000
chr4	44670000	44680000
chr4	44680000	44690000
chr4	44690000	44700000
chr4	44700000	44710000
chr4	44710000	44720000
chr4	44720000	44730000
chr4	44760000	44770000
chr4	44770000	44780000
chr4	44780000	44790000
chr4	44790000	44800000
chr4	44800000	44810000
chr4	44810000	44820000
chr4	44820000	44830000
chr4	44850000	44860000
chr4	44860000	44870000
chr4	44880000	44890000
chr4	44890000	44900000
chr4	44900000	44910000
chr4	44910000	44920000
chr4	44920000	44930000
chr4	44930000	44940000
chr4	44940000	44950000
chr4	44950000	44960000
chr4	44960000	44970000
chr4	44970000	44980000
chr4	44980000	44990000
chr4	44990000	45000000
chr4	45000000	45010000
chr4	45010000	45020000
chr4	45020000	45030000
chr4	45030000	45040000
chr4	45040000	45050000
chr4	45050000	45060000
chr4	45060000	45070000
chr4	45070000	45080000
chr4	45080000	45090000
chr4	45090000	45100000
chr4	45100000	45110000
chr4	45110000	45120000
chr4	45120000	45130000
chr4	45130000	45140000
chr4	45140000	45150000
chr4	45150000	45160000
chr4	45160000	45170000
chr4	45170000	45180000
chr4	45180000	45190000
chr4	45190000	45200000
chr4	45200000	45210000
chr4	45210000	45220000
chr4	45230000	45240000
chr4	45240000	45250000
chr4	45250000	45260000
chr4	45260000	45270000
chr4	45270000	45280000
chr4	45280000	45290000
chr4	45290000	45300000
chr4	45300000	45310000
chr4	45310000	45320000
chr4	45320000	45330000
chr4	45330000	45340000
chr4	45340000	45350000
chr4	45360000	45370000
chr4	45370000	45380000
chr4	45380000	45390000
chr4	45390000	45400000
chr4	45400000	45410000
chr4	45410000	45420000
chr4	45440000	45450000
chr4	45450000	45460000
chr4	45460000	45470000
chr4	45470000	45480000
chr4	45480000	45490000
